term_str,n,n_chars,p,i,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,porter_stem,stem_snowball,stem_lancaster
pathetic,5,8,1.1817732744337534e-05,16.36868719630297,JJ,JJ,1,{'JJ'},1,{'JJ'},0,pathet,pathet,pathet
paths,7,5,1.6544825842072546e-05,15.88326036913273,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,path,path,path
patience,11,8,2.5999012037542573e-05,15.231183672553037,NN,NN,1,{'NN'},1,{'NN'},0,patienc,patienc,paty
patienceobviously,1,17,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,patienceobvi,patienceobvi,patienceobvy
patient,10,7,2.3635465488675068e-05,15.368687196302972,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBN'}",0,patient,patient,paty
patiently,9,9,2.127191893980756e-05,15.520690289748021,RB,RB,3,"{'NN', 'VB', 'RB'}",3,"{'NN', 'RB', 'VBD'}",0,patient,patient,paty
patients,2,8,4.7270930977350136e-06,17.690615291190333,VBP,VB,2,"{'NN', 'VB'}",2,"{'NNS', 'VBP'}",0,patient,patient,paty
patriot,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,patriot,patriot,patriot
patrols,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,patrol,patrol,patrol
patrons,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,patron,patron,patron
pats,1,4,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pat,pat,pat
patted,8,6,1.8908372390940054e-05,15.690615291190333,VBD,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,pat,pat,pat
patter,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,patter,patter,pat
pattering,3,9,7.09063964660252e-06,17.105652790469176,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,patter,patter,pat
pattern,7,7,1.6544825842072546e-05,15.88326036913273,NN,NN,1,{'NN'},1,{'NN'},0,pattern,pattern,pattern
patterns,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pattern,pattern,pattern
patters,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,patter,patter,pat
patting,3,7,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,pat,pat,pat
pause,18,5,4.254383787961512e-05,14.520690289748021,NN,NN,1,{'NN'},1,{'NN'},0,paus,paus,paus
paused,5,6,1.1817732744337534e-05,16.36868719630297,VBD,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBD'}",0,paus,paus,paus
pauses,9,6,2.127191893980756e-05,15.520690289748021,NNS,NN,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VBZ', 'NNS'}",0,paus,paus,paus
pausing,3,7,7.09063964660252e-06,17.105652790469176,VB,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBG'}",0,paus,paus,paus
pausingand,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pausingand,pausingand,pausingand
paved,1,5,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,pave,pave,pav
pavement,9,8,2.127191893980756e-05,15.520690289748021,NN,NN,1,{'NN'},1,{'NN'},0,pavement,pavement,pav
pavements,2,9,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pavement,pavement,pav
paving,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pave,pave,pav
pavlatche,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pavlatch,pavlatch,pavlatch
paw,4,3,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paw,paw,paw
paws,7,4,1.6544825842072546e-05,15.88326036913273,NN,NN,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'NNS', 'VBP'}",0,paw,paw,paw
pay,64,3,0.00015126697912752043,12.690615291190333,VB,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,pay,pay,pay
paying,35,6,8.272412921036274e-05,13.561332274245368,VBG,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,pay,pay,pay
payment,7,7,1.6544825842072546e-05,15.88326036913273,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,payment,payment,pay
payments,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,payment,payment,pay
pays,4,4,9.454186195470027e-06,16.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,pay,pay,pay
peace,62,5,0.0001465398860297854,12.736418980803458,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBN'}",0,peac,peac,peac
peaceable,1,9,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,peaceabl,peaceabl,peac
peaceably,1,9,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,peaceabl,peaceabl,peac
peaceful,12,8,2.836255858641008e-05,15.105652790469177,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NNS'}",0,peac,peac,peac
peacefully,16,10,3.781674478188011e-05,14.690615291190333,RB,RB,2,"{'NN', 'RB'}",3,"{'NN', 'RB', 'NNS'}",0,peac,peac,peac
peacenot,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peacenot,peacenot,peacenot
peaceshe,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peacesh,peacesh,peacesh
peak,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peak,peak,peak
peaks,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peak,peak,peak
pearling,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pearl,pearl,pearl
pebbles,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pebbl,pebbl,pebbl
pecans,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,pecan,pecan,pec
pecked,2,6,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,peck,peck,peck
pecking,2,7,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,peck,peck,peck
peculiar,11,8,2.5999012037542573e-05,15.231183672553037,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,peculiar,peculiar,peculi
peculiarities,1,13,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peculiar,peculiar,peculi
peculiarity,3,11,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,peculiar,peculiar,peculi
peculiarly,1,10,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,peculiarli,peculiar,peculi
pedantic,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,pedant,pedant,ped
pedantry,2,8,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pedantri,pedantri,pedantry
pedestal,4,8,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pedest,pedest,pedest
pedestals,4,9,9.454186195470027e-06,16.690615291190333,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,pedest,pedest,pedest
pedestrian,1,10,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,pedestrian,pedestrian,pedest
pedestrians,4,11,9.454186195470027e-06,16.690615291190333,NNS,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NNS'}",0,pedestrian,pedestrian,pedest
pediment,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pediment,pediment,pedy
peel,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peel,peel,peel
peels,2,5,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,peel,peel,peel
peep,1,4,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,peep,peep,peep
peeped,1,6,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,peep,peep,peep
peephole,9,8,2.127191893980756e-05,15.520690289748021,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,peephol,peephol,peephol
peeping,2,7,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,peep,peep,peep
peered,4,6,9.454186195470027e-06,16.690615291190333,VBD,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBD'}",0,peer,peer,peer
peering,2,7,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,peer,peer,peer
peers,1,5,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,peer,peer,peer
peeved,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peev,peev,peev
peg,1,3,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peg,peg,peg
peking,6,6,1.418127929320504e-05,16.105652790469176,NNP,NN,2,"{'NN', 'VB'}",2,"{'NNP', 'VBG'}",0,peke,peke,pek
pellets,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pellet,pellet,pellet
pelt,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pelt,pelt,pelt
pen,11,3,2.5999012037542573e-05,15.231183672553037,NN,NN,4,"{'JJ', 'NN', 'VB', 'IN'}",6,"{'JJ', 'VBD', 'VB', 'NNS', 'NN', 'IN'}",0,pen,pen,pen
penal,6,5,1.418127929320504e-05,16.105652790469176,JJ,JJ,1,{'JJ'},1,{'JJ'},0,penal,penal,pen
penalty,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,penalti,penalti,penal
pencil,4,6,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pencil,pencil,pencil
pencils,2,7,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pencil,pencil,pencil
pending,1,7,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,pend,pend,pend
penetrate,1,9,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,penetr,penetr,penet
penetrated,6,10,1.418127929320504e-05,16.105652790469176,VBN,VB,1,{'VB'},2,"{'VBN', 'VBP'}",0,penetr,penetr,penet
penetrating,2,11,4.7270930977350136e-06,17.690615291190333,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,penetr,penetr,penet
pennants,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pennant,pennant,pen
penniless,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,penniless,penniless,penniless
penny,3,5,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,penni,penni,penny
pens,1,4,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pen,pen,pen
pension,2,7,4.7270930977350136e-06,17.690615291190333,NNP,NN,1,{'NN'},1,{'NNP'},0,pension,pension,pend
pensively,1,9,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,pensiv,pensiv,pend
penumbra,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,penumbra,penumbra,penumbr
people,441,6,0.0010423240280505704,9.905980445632814,NNS,NN,4,"{'JJ', 'NN', 'VB', 'IN'}",6,"{'JJ', 'VB', 'NNS', 'NN', 'VBP', 'IN'}",0,peopl,peopl,peopl
peoplehe,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peopleh,peopleh,peopleh
peoples,14,7,3.308965168414509e-05,14.88326036913273,NN,NN,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VB', 'NNS'}",0,peopl,peopl,peopl
peoplethe,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peopleth,peopleth,peopleth
peoplewhen,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peoplewhen,peoplewhen,peoplewh
pepa,2,4,4.7270930977350136e-06,17.690615291190333,NNP,NN,1,{'NN'},1,{'NNP'},0,pepa,pepa,pep
pepi,98,4,0.00023162756178901565,12.075905447075126,NNP,NN,2,"{'NN', 'VB'}",3,"{'NN', 'NNP', 'VB'}",0,pepi,pepi,pep
pepis,7,5,1.6544825842072546e-05,15.88326036913273,NNP,NN,1,{'NN'},1,{'NNP'},0,pepi,pepi,pep
pepper,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pepper,pepper,pep
perceived,3,9,7.09063964660252e-06,17.105652790469176,VBN,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,perceiv,perceiv,perceiv
perceiving,1,10,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,perceiv,perceiv,perceiv
perceptible,1,11,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,percept,percept,percept
perch,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,perch,perch,perch
perched,5,7,1.1817732744337534e-05,16.36868719630297,VBN,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,perch,perch,perch
percussion,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,percuss,percuss,percuss
percussively,1,12,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,percuss,percuss,percuss
peremptory,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peremptori,peremptori,perempt
perfect,9,7,2.127191893980756e-05,15.520690289748021,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,perfect,perfect,perfect
perfecting,1,10,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,perfect,perfect,perfect
perfection,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,perfect,perfect,perfect
perfectly,42,9,9.926895505243527e-05,13.298297868411574,RB,RB,2,"{'JJ', 'RB'}",2,"{'JJ', 'RB'}",0,perfectli,perfect,perfect
perfidious,1,10,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,perfidi,perfidi,perfidy
perfidiously,1,12,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,perfidi,perfidi,perfidy
perform,5,7,1.1817732744337534e-05,16.36868719630297,VB,VB,1,{'VB'},2,"{'VB', 'VBP'}",0,perform,perform,perform
performance,27,11,6.381575681942268e-05,13.935727789026865,NN,NN,1,{'NN'},1,{'NN'},0,perform,perform,perform
performances,15,12,3.54531982330126e-05,14.783724695581816,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,perform,perform,perform
performed,6,9,1.418127929320504e-05,16.105652790469176,VBN,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VBN', 'VBD'}",0,perform,perform,perform
performing,3,10,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,perform,perform,perform
perfume,20,7,4.7270930977350136e-05,14.368687196302972,NN,NN,1,{'NN'},1,{'NN'},0,perfum,perfum,perfum
perfumed,2,8,4.7270930977350136e-06,17.690615291190333,VBN,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBN'}",0,perfum,perfum,perfum
perfumes,1,8,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,perfum,perfum,perfum
perfunctorily,3,13,7.09063964660252e-06,17.105652790469176,RB,RB,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,perfunctorili,perfunctorili,perfunct
perfunctory,3,11,7.09063964660252e-06,17.105652790469176,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,perfunctori,perfunctori,perfunct
perhaps,428,7,0.001011597922915293,9.949148304789187,RB,RB,5,"{'JJ', 'VB', 'NN', 'RB', 'IN'}",7,"{'JJ', 'VB', 'NNS', 'NN', 'NNP', 'RB', 'IN'}",0,perhap,perhap,perhap
perhapsnot,1,10,2.3635465488675068e-06,18.690615291190333,NNP,NN,1,{'NN'},1,{'NNP'},0,perhapsnot,perhapsnot,perhapsnot
perhapsone,1,10,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,perhapson,perhapson,perhapson
peril,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,peril,peril,peril
perils,6,6,1.418127929320504e-05,16.105652790469176,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,peril,peril,peril
period,17,6,4.018029133074761e-05,14.603152449939994,NN,NN,1,{'NN'},1,{'NN'},0,period,period,period
periodically,1,12,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,period,period,period
periods,5,7,1.1817732744337534e-05,16.36868719630297,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,period,period,period
periphery,1,9,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,peripheri,peripheri,periphery
perish,1,6,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,perish,perish,per
perishing,1,9,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,perish,perish,per
perk,1,4,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,perk,perk,perk
permanence,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,perman,perman,perm
permanent,6,9,1.418127929320504e-05,16.105652790469176,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,perman,perman,perm
permanently,5,11,1.1817732744337534e-05,16.36868719630297,RB,RB,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,perman,perman,perm
permeated,1,9,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,permeat,permeat,perm
permeates,1,9,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,permeat,permeat,perm
permissible,2,11,4.7270930977350136e-06,17.690615291190333,IN,IN,2,"{'VB', 'IN'}",2,"{'VB', 'IN'}",0,permiss,permiss,permiss
permission,27,10,6.381575681942268e-05,13.935727789026865,NN,NN,2,"{'NN', 'VB'}",3,"{'NN', 'VBN', 'NNS'}",0,permiss,permiss,permit
permit,19,6,4.490738442848263e-05,14.442687777746748,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VB'}",0,permit,permit,permit
permitted,14,9,3.308965168414509e-05,14.88326036913273,VBN,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VBN', 'VBD'}",0,permit,permit,permit
pernickety,3,10,7.09063964660252e-06,17.105652790469176,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,pernicketi,pernicketi,pernick
perpetrated,2,11,4.7270930977350136e-06,17.690615291190333,VBN,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBN'}",0,perpetr,perpetr,perpet
perpetrating,1,12,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,perpetr,perpetr,perpet
perpetual,2,9,4.7270930977350136e-06,17.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,perpetu,perpetu,perpet
perpetually,4,11,9.454186195470027e-06,16.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,perpetu,perpetu,perpet
persecuted,2,10,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,persecut,persecut,persecut
persecuting,3,11,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,persecut,persecut,persecut
persecution,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,persecut,persecut,persecut
persevere,1,9,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,persever,persever,persev
persisted,4,9,9.454186195470027e-06,16.690615291190333,VBP,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VBN', 'VBP'}",0,persist,persist,persist
persistence,3,11,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,persist,persist,persist
persistent,1,10,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,persist,persist,persist
persistently,2,12,4.7270930977350136e-06,17.690615291190333,VBD,VB,2,"{'VB', 'RB'}",2,"{'RB', 'VBD'}",0,persist,persist,persist
persists,1,8,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,persist,persist,persist
person,104,6,0.0002458088410822207,11.99017557304924,NN,NN,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VBZ', 'NNS'}",0,person,person,person
personage,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,personag,personag,person
personages,1,10,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,personag,personag,person
personal,29,8,6.85428499171577e-05,13.83263429606276,JJ,JJ,1,{'JJ'},1,{'JJ'},0,person,person,person
personality,6,11,1.418127929320504e-05,16.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,person,person,person
personally,19,10,4.490738442848263e-05,14.442687777746748,RB,RB,4,"{'JJ', 'NN', 'VB', 'RB'}",6,"{'JJ', 'VB', 'NN', 'NNP', 'RB', 'VBP'}",0,person,person,person
personas,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,persona,persona,persona
persondropped,1,13,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,persondrop,persondrop,persondrop
personell,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,personel,personel,personel
personnel,15,9,3.54531982330126e-05,14.783724695581816,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,personnel,personnel,personnel
persons,10,7,2.3635465488675068e-05,15.368687196302972,NN,NN,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'NNS', 'VBP'}",0,person,person,person
personwhich,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,personwhich,personwhich,personwhich
perspective,6,11,1.418127929320504e-05,16.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,perspect,perspect,perspect
perspectives,1,12,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,perspect,perspect,perspect
perspicacious,1,13,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,perspicaci,perspicaci,persp
persuade,14,8,3.308965168414509e-05,14.88326036913273,VB,VB,1,{'VB'},1,{'VB'},0,persuad,persuad,persuad
persuaded,11,9,2.5999012037542573e-05,15.231183672553037,VBD,VB,2,"{'JJ', 'VB'}",3,"{'JJ', 'VBN', 'VBD'}",0,persuad,persuad,persuad
persuading,3,10,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,persuad,persuad,persuad
persuasion,3,10,7.09063964660252e-06,17.105652790469176,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,persuas,persuas,persuas
persuasiveness,2,14,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,persuas,persuas,persuas
perused,2,7,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,perus,perus,perus
perusing,1,8,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,perus,perus,perus
pervasive,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pervas,pervas,pervas
perversion,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pervers,pervers,pervert
perversity,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pervers,pervers,pervers
pester,3,6,7.09063964660252e-06,17.105652790469176,VBP,VB,1,{'VB'},2,"{'VB', 'VBP'}",0,pester,pester,pest
pestered,2,8,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,pester,pester,pest
pestering,6,9,1.418127929320504e-05,16.105652790469176,VBG,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,pester,pester,pest
pestilence,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pestil,pestil,pestil
peter,1,5,2.3635465488675068e-06,18.690615291190333,NNP,NN,1,{'NN'},1,{'NNP'},0,peter,peter,pet
petera,1,6,2.3635465488675068e-06,18.690615291190333,NNP,NN,1,{'NN'},1,{'NNP'},0,petera,petera,peter
petersburg,7,10,1.6544825842072546e-05,15.88326036913273,NNP,NN,1,{'NN'},1,{'NNP'},0,petersburg,petersburg,petersburg
petition,6,8,1.418127929320504e-05,16.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,petit,petit,petit
petitioners,2,11,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,petition,petition,petit
petitioning,2,11,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,petit,petit,petit
petitions,1,9,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,petit,petit,petit
petticoat,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,petticoat,petticoat,pettico
pettily,1,7,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,pettili,pettili,petty
pettiness,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,petti,petti,petty
petty,19,5,4.490738442848263e-05,14.442687777746748,JJ,NN,3,"{'JJ', 'NN', 'RB'}",4,"{'JJ', 'NN', 'RB', 'NNS'}",0,petti,petti,petty
petulantly,1,10,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,petulantli,petul,pet
